time,omega,cmd
4.999362468719482422e+00,4.943169483373513806e+00,5.000000000000000000e-01
5.049399614334106445e+00,-9.886338966747027612e+00,5.000000000000000000e-01
5.099443197250366211e+00,-1.357882701456820485e+01,5.000000000000000000e-01
5.149319648742675781e+00,-6.968082283791579457e+00,5.000000000000000000e-01
5.199383974075317383e+00,5.240950777552638939e+00,5.000000000000000000e-01
5.249485015869140625e+00,2.078513433370308405e+01,5.000000000000000000e-01
5.299336671829223633e+00,3.484041141895789195e+01,-5.000000000000000000e-01
5.349388360977172852e+00,4.371429398549588541e+01,-5.000000000000000000e-01
5.399348974227905273e+00,4.317828765597345608e+01,-5.000000000000000000e-01
5.449235439300537109e+00,3.400662379525633838e+01,-5.000000000000000000e-01
5.499376773834228516e+00,2.054690929835978608e+01,5.000000000000000000e-01
5.549320220947265625e+00,4.288050636179432828e+00,5.000000000000000000e-01
5.599496364593505859e+00,-9.707670190239548802e+00,5.000000000000000000e-01
5.649462699890136719e+00,-1.208992054367256763e+01,5.000000000000000000e-01
5.699564695358276367e+00,-5.062282001045162794e+00,5.000000000000000000e-01
5.753008842468261719e+00,7.444532354478181624e+00,5.000000000000000000e-01
5.799503087997436523e+00,2.352472224015105695e+01,5.000000000000000000e-01
5.849342346191406250e+00,3.626976163101770823e+01,-5.000000000000000000e-01
5.899257659912109375e+00,4.395251902083918338e+01,-5.000000000000000000e-01
5.949404716491699219e+00,4.347606895015258033e+01,-5.000000000000000000e-01
5.999341964721679688e+00,3.394706753642050501e+01,-5.000000000000000000e-01
6.049355983734130859e+00,2.030868426301648100e+01,5.000000000000000000e-01
6.099383115768432617e+00,5.240950777552639828e+00,5.000000000000000000e-01
6.149409294128417969e+00,-8.516545013523039387e+00,5.000000000000000000e-01
6.199315309524536133e+00,-1.167302673182178907e+01,5.000000000000000000e-01
6.249233484268188477e+00,-4.466719412686911639e+00,5.000000000000000000e-01
6.299435377120971680e+00,7.504088613314007894e+00,5.000000000000000000e-01
6.349242925643920898e+00,2.263137835761367711e+01,5.000000000000000000e-01
6.399273872375488281e+00,3.585286781916693144e+01,-5.000000000000000000e-01
6.449245214462280273e+00,4.430985657385414100e+01,-5.000000000000000000e-01
6.499178886413574219e+00,4.335695643248094200e+01,-5.000000000000000000e-01
6.549243927001953125e+00,3.341106120689808279e+01,-5.000000000000000000e-01
6.599333286285400391e+00,2.072557807486726489e+01,5.000000000000000000e-01
6.649172544479370117e+00,4.645388189194385120e+00,5.000000000000000000e-01
6.699267864227294922e+00,-9.588557672567898038e+00,5.000000000000000000e-01
6.749366760253906250e+00,-1.268548313203082145e+01,5.000000000000000000e-01
6.799308538436889648e+00,-4.526275671522734356e+00,5.000000000000000000e-01
6.849269866943359375e+00,6.729857248448276152e+00,5.000000000000000000e-01
6.899341821670532227e+00,2.227404080459871949e+01,5.000000000000000000e-01
6.949242591857910156e+00,3.555508652498779298e+01,-5.000000000000000000e-01
6.999452590942382812e+00,4.419074405618248136e+01,-5.000000000000000000e-01
7.049309730529785156e+00,4.299961887946598438e+01,-5.000000000000000000e-01
7.099238634109497070e+00,3.382795501874885247e+01,-5.000000000000000000e-01
7.149337053298950195e+00,2.072557807486725778e+01,5.000000000000000000e-01
7.199441671371459961e+00,5.240950777552642492e+00,5.000000000000000000e-01
7.249382019042968750e+00,-8.933438825373817949e+00,5.000000000000000000e-01
7.299429893493652344e+00,-1.197080802600091509e+01,5.000000000000000000e-01
7.349412202835083008e+00,-4.943169483373514694e+00,5.000000000000000000e-01
7.399350166320800781e+00,7.027638542627403062e+00,5.000000000000000000e-01
7.449233770370483398e+00,2.215492828692707050e+01,5.000000000000000000e-01
7.499416112899780273e+00,3.579331156033110517e+01,-5.000000000000000000e-01
7.549384832382202148e+00,4.466719412686909152e+01,-5.000000000000000000e-01
7.599429368972778320e+00,4.407163153851084303e+01,-5.000000000000000000e-01
7.649306297302246094e+00,3.454263012477876771e+01,-5.000000000000000000e-01
7.699432134628295898e+00,2.144025318089716592e+01,5.000000000000000000e-01
7.749446153640747070e+00,5.121838259880989952e+00,5.000000000000000000e-01
7.799434661865234375e+00,-9.290776378388773793e+00,5.000000000000000000e-01
7.849498510360717773e+00,-1.214947680250839390e+01,5.000000000000000000e-01
7.899364948272705078e+00,-4.645388189194385120e+00,5.000000000000000000e-01
7.949424505233764648e+00,7.265863577970705478e+00,5.000000000000000000e-01
7.999242782592773438e+00,2.298871591062862763e+01,5.000000000000000000e-01
8.049540996551513672e+00,3.603153659567440315e+01,-5.000000000000000000e-01
8.099220752716064453e+00,4.466719412686909152e+01,-5.000000000000000000e-01
8.149275302886962891e+00,4.395251902083918338e+01,-5.000000000000000000e-01
8.199459791183471680e+00,3.501908019546537787e+01,-5.000000000000000000e-01
8.249320507049560547e+00,2.155936569856881491e+01,5.000000000000000000e-01
8.299334049224853516e+00,5.776957107075064712e+00,5.000000000000000000e-01
8.349310874938964844e+00,-8.814326307702168961e+00,5.000000000000000000e-01
8.399481058120727539e+00,-1.208992054367256941e+01,5.000000000000000000e-01
8.449437618255615234e+00,-5.419619554060116862e+00,5.000000000000000000e-01
8.499353170394897461e+00,6.908526024955752298e+00,5.000000000000000000e-01
8.549402236938476562e+00,2.245270958110619830e+01,5.000000000000000000e-01
8.599325895309448242e+00,3.621020537218187485e+01,-5.000000000000000000e-01
8.649421453475952148e+00,4.454808160919743898e+01,-5.000000000000000000e-01
8.699474096298217773e+00,4.389296276200336422e+01,-5.000000000000000000e-01
8.749268293380737305e+00,3.394706753642051211e+01,-5.000000000000000000e-01
8.799383401870727539e+00,1.977267793349405167e+01,5.000000000000000000e-01
8.849379539489746094e+00,3.632931788985350519e+00,5.000000000000000000e-01
8.899443149566650391e+00,-1.030323277859780617e+01,5.000000000000000000e-01
8.949405908584594727e+00,-1.345971449689655586e+01,5.000000000000000000e-01
8.999219179153442383e+00,-5.598288330567593007e+00,5.000000000000000000e-01
9.049173355102539062e+00,7.384976095642358018e+00,5.000000000000000000e-01
9.099266529083251953e+00,2.275049087528532610e+01,5.000000000000000000e-01
9.149348974227905273e+00,3.638887414868935366e+01,-5.000000000000000000e-01
9.199271440505981445e+00,4.526275671522735422e+01,-5.000000000000000000e-01
9.249366283416748047e+00,4.436941283268996727e+01,-5.000000000000000000e-01
9.299263000488281250e+00,3.519774897197284247e+01,-5.000000000000000000e-01
9.349337816238403320e+00,2.132114066322551338e+01,5.000000000000000000e-01
9.399327516555786133e+00,4.824056965701862154e+00,5.000000000000000000e-01
9.449223756790161133e+00,-1.000545148441867660e+01,5.000000000000000000e-01
9.499223470687866211e+00,-1.357882701456820485e+01,5.000000000000000000e-01
9.549215316772460938e+00,-6.848969766119926916e+00,5.000000000000000000e-01
9.599322319030761719e+00,5.419619554060114197e+00,5.000000000000000000e-01
9.649232864379882812e+00,2.120202814555386084e+01,5.000000000000000000e-01
9.699252605438232422e+00,3.489996767779372533e+01,-5.000000000000000000e-01
9.749310255050659180e+00,4.407163153851083592e+01,-5.000000000000000000e-01
9.799421072006225586e+00,4.305917513830180354e+01,-5.000000000000000000e-01
9.849335432052612305e+00,3.400662379525633838e+01,-5.000000000000000000e-01
9.899319887161254883e+00,2.132114066322551338e+01,5.000000000000000000e-01
9.949158668518066406e+00,5.181394518716811781e+00,5.000000000000000000e-01
9.999228954315185547e+00,-9.290776378388772017e+00,5.000000000000000000e-01
1.004927492141723633e+01,-1.238770183785169543e+01,5.000000000000000000e-01
1.009926581382751465e+01,-5.300507036388465210e+00,5.000000000000000000e-01
1.014922046661376953e+01,6.193850918925847715e+00,5.000000000000000000e-01
1.019939708709716797e+01,2.167847821624046745e+01,5.000000000000000000e-01
1.024923872947692871e+01,3.525730523080866874e+01,-5.000000000000000000e-01
1.029944109916687012e+01,4.395251902083919049e+01,-5.000000000000000000e-01
1.034937381744384766e+01,4.359518146782423997e+01,-5.000000000000000000e-01
1.039936256408691406e+01,3.364928624224138787e+01,-5.000000000000000000e-01
1.044931697845458984e+01,2.054690929835978608e+01,5.000000000000000000e-01
1.049927067756652832e+01,4.049825600836131301e+00,5.000000000000000000e-01
1.054944825172424316e+01,-9.767226449075375072e+00,5.000000000000000000e-01
1.059948825836181641e+01,-1.274503939086664772e+01,5.000000000000000000e-01
1.064942169189453125e+01,-5.419619554060117750e+00,5.000000000000000000e-01
1.069924092292785645e+01,6.491632213104975513e+00,5.000000000000000000e-01
1.074919319152832031e+01,2.269093461644949983e+01,5.000000000000000000e-01
1.079939889907836914e+01,3.531686148964449501e+01,-5.000000000000000000e-01
1.084921932220458984e+01,4.371429398549588541e+01,-5.000000000000000000e-01
1.089935874938964844e+01,4.299961887946598438e+01,-5.000000000000000000e-01
1.094933843612670898e+01,3.341106120689808279e+01,-5.000000000000000000e-01
1.099931740760803223e+01,1.953445289815075014e+01,5.000000000000000000e-01
1.104935812950134277e+01,3.632931788985350074e+00,5.000000000000000000e-01
1.109933328628540039e+01,-1.048190155510528143e+01,5.000000000000000000e-01
1.114917755126953125e+01,-1.345971449689655586e+01,5.000000000000000000e-01
1.119937348365783691e+01,-5.657844589403417501e+00,5.000000000000000000e-01
1.124930644035339355e+01,7.027638542627403062e+00,5.000000000000000000e-01
1.129940652847290039e+01,2.304827216946445390e+01,5.000000000000000000e-01
1.134936428070068359e+01,3.680576796054013755e+01,-5.000000000000000000e-01
1.139944267272949219e+01,4.538186923289899966e+01,-5.000000000000000000e-01
1.144941806793212891e+01,4.442896909152579354e+01,-5.000000000000000000e-01
1.149936842918395996e+01,3.466174264245042025e+01,-5.000000000000000000e-01
1.154944562911987305e+01,2.155936569856881491e+01,5.000000000000000000e-01
1.159936738014221191e+01,5.002725742209339188e+00,5.000000000000000000e-01
1.164920043945312500e+01,-9.231220119552943970e+00,5.000000000000000000e-01
1.169926285743713379e+01,-1.250681435552334442e+01,5.000000000000000000e-01
1.174936103820800781e+01,-5.300507036388463433e+00,5.000000000000000000e-01
1.179920816421508789e+01,6.253407177761674873e+00,5.000000000000000000e-01
1.184922456741333008e+01,2.155936569856881491e+01,5.000000000000000000e-01
1.189922809600830078e+01,3.519774897197284247e+01,-5.000000000000000000e-01
1.194919776916503906e+01,4.436941283268996727e+01,-5.000000000000000000e-01
1.199942851066589355e+01,4.299961887946597727e+01,-5.000000000000000000e-01
1.204919981956481934e+01,3.430440508943546263e+01,-5.000000000000000000e-01
1.209931302070617676e+01,2.072557807486725778e+01,5.000000000000000000e-01
1.214933967590332031e+01,4.407163153851085369e+00,5.000000000000000000e-01
1.219944882392883301e+01,-1.030323277859780262e+01,5.000000000000000000e-01
1.224943923950195312e+01,-1.334060197922490332e+01,5.000000000000000000e-01
1.229934072494506836e+01,-6.312963436597497591e+00,5.000000000000000000e-01
1.234941005706787109e+01,6.610744730776626277e+00,5.000000000000000000e-01
1.239953398704528809e+01,2.191670325158377253e+01,5.000000000000000000e-01
1.244938850402832031e+01,3.549553026615198092e+01,-5.000000000000000000e-01
1.249945330619812012e+01,4.454808160919744608e+01,-5.000000000000000000e-01
1.254937028884887695e+01,4.395251902083919049e+01,-5.000000000000000000e-01
1.259933161735534668e+01,3.382795501874885957e+01,-5.000000000000000000e-01
1.264930272102355957e+01,2.018957174534483201e+01,5.000000000000000000e-01
1.269947481155395508e+01,3.692488047821177677e+00,5.000000000000000000e-01
1.274948263168334961e+01,-1.107746414346353525e+01,5.000000000000000000e-01
1.279941058158874512e+01,-1.429350212059810943e+01,5.000000000000000000e-01
1.284927296638488770e+01,-6.789413507284104199e+00,5.000000000000000000e-01
1.289940738677978516e+01,5.955625883582546187e+00,5.000000000000000000e-01
1.294940447807312012e+01,2.227404080459872304e+01,5.000000000000000000e-01
1.299941277503967285e+01,3.615064911334605569e+01,-5.000000000000000000e-01
1.304940652847290039e+01,4.448852535036161981e+01,-5.000000000000000000e-01
1.309943127632141113e+01,4.377385024433171168e+01,-5.000000000000000000e-01
1.314947175979614258e+01,3.406618005409215755e+01,-5.000000000000000000e-01
1.319947743415832520e+01,2.024912800418065473e+01,5.000000000000000000e-01
1.324935364723205566e+01,4.526275671522734356e+00,5.000000000000000000e-01
1.329940986633300781e+01,-9.767226449075375072e+00,5.000000000000000000e-01
1.334937453269958496e+01,-1.334060197922490332e+01,5.000000000000000000e-01
1.339957499504089355e+01,-5.776957107075070041e+00,5.000000000000000000e-01
1.344943022727966309e+01,6.253407177761674873e+00,5.000000000000000000e-01
1.349939250946044922e+01,2.161892195740464473e+01,5.000000000000000000e-01
1.354953551292419434e+01,3.495952393662954449e+01,-5.000000000000000000e-01
1.359943318367004395e+01,4.383340650316753795e+01,-5.000000000000000000e-01
1.364945769309997559e+01,4.317828765597345608e+01,-5.000000000000000000e-01
1.369947075843811035e+01,3.436396134827128890e+01,-5.000000000000000000e-01
1.374941420555114746e+01,2.161892195740464473e+01,5.000000000000000000e-01
1.379934144020080566e+01,5.538732071731766737e+00,5.000000000000000000e-01
1.384933853149414062e+01,-8.576101272358865657e+00,5.000000000000000000e-01
1.389948153495788574e+01,-1.143480169647848754e+01,5.000000000000000000e-01
1.394952034950256348e+01,-5.002725742209340076e+00,5.000000000000000000e-01
1.399937844276428223e+01,6.729857248448277929e+00,5.000000000000000000e-01
1.404942059516906738e+01,2.203581576925541796e+01,5.000000000000000000e-01
1.409926652908325195e+01,3.585286781916693144e+01,-5.000000000000000000e-01
1.414949607849121094e+01,4.436941283268996727e+01,-5.000000000000000000e-01
1.419944572448730469e+01,4.359518146782423997e+01,-5.000000000000000000e-01
1.424949789047241211e+01,3.412573631292798382e+01,-5.000000000000000000e-01
1.429942321777343750e+01,2.203581576925542151e+01,5.000000000000000000e-01
1.434936261177062988e+01,5.717400848239242883e+00,5.000000000000000000e-01
1.439950823783874512e+01,-8.873882566537991679e+00,5.000000000000000000e-01
1.444946813583374023e+01,-1.179213924949344161e+01,5.000000000000000000e-01
1.449939680099487305e+01,-5.062282001045164570e+00,5.000000000000000000e-01
1.454937791824340820e+01,5.896069624746722582e+00,5.000000000000000000e-01
1.459939026832580566e+01,2.102335936904638558e+01,5.000000000000000000e-01
1.464951348304748535e+01,3.501908019546537076e+01,-5.000000000000000000e-01
1.469943189620971680e+01,4.371429398549588541e+01,-5.000000000000000000e-01
1.474933362007141113e+01,4.359518146782423997e+01,-5.000000000000000000e-01
1.479924702644348145e+01,3.484041141895789195e+01,-5.000000000000000000e-01
1.484925770759582520e+01,2.149980943973299219e+01,5.000000000000000000e-01
1.489946675300598145e+01,5.002725742209338300e+00,5.000000000000000000e-01
1.494944977760314941e+01,-9.469445154896247274e+00,5.000000000000000000e-01
1.499937295913696289e+01,-1.250681435552334619e+01,5.000000000000000000e-01
